project_key,mp_name_canonical,work_clean,category,state,constituency,ida,block,village,locality,recommended_date,allocation_amount_numeric,model_risk_level,model_risk_score,model_duplicate_score,model_financial_score,model_split_sanction_score,model_pending_score,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,same_ida_same_day_count,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,is_near_5_lakh,status,ida_approval,model_reasons,manual_review_label,manual_review_notes,recommended_action
8edf838098e1cf7b,Kavitha Malothu,Providing drains and gutters for public drainage,Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2024-01-12,499000,YELLOW,59.5,100,0.0,100,45,5,5,9,4,4,4,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
341e3e9ff4196981,Kavitha Malothu,Providing drains and gutters for public drainage,Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2023-12-20,499000,YELLOW,59.5,100,0.0,100,45,5,5,9,5,5,6,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
341e3e9ff4196981,Kavitha Malothu,Providing drains and gutters for public drainage,Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2023-12-20,499000,YELLOW,59.5,100,0.0,100,45,5,5,9,5,5,6,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
6c704d08f7f0e515,Mimi Chakraborty,Lighting of public spaces,Normal/Others,West Bengal,JADAVPUR,COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA,,,"Kolkata, WARD NUMBER - 105",2023-11-17,1000000,YELLOW,58.8,91,90.0,0,0,2,0,3,0,0,3,2.5,5.0,false,Unsanctioned,Rejected by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
aa5472b9144a67eb,Sakaldeep Rajbhar,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE BALLIA_IDA,Nagra,Bihraharpur,"Nagra, Bihraharpur",2023-10-24,1000000,YELLOW,58.2,74,90.0,0,45,3,4,482,0,0,2,2.5,4.4543,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
ee9a4f34286ea0d6,Kavitha Malothu,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2024-01-12,499000,YELLOW,57.7,94,0.0,100,45,3,4,6,4,4,4,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
ee9a4f34286ea0d6,Kavitha Malothu,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2024-01-12,499000,YELLOW,57.7,94,0.0,100,45,3,4,6,4,4,4,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
ee9a4f34286ea0d6,Kavitha Malothu,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Telangana,MAHABUBABAD,District Collector Bhadradri Ktdm_IDA,Burgampahad,Burgampadu,"Burgampahad, Burgampadu",2024-01-12,499000,YELLOW,57.7,94,0.0,100,45,3,4,6,4,4,4,1.2475,1.4257,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
8baa8c018d14fb0e,Shyam Singh Yadav,Purchase of sports equipment,Normal/Others,Uttar Pradesh,JAUNPUR,DISTRICT MAGISTRATE JAUNPUR_IDA,,,"Jaunpur, Husainabad",2024-02-04,1488000,YELLOW,57.3,71,90.0,0,45,2,0,2,0,0,1,3.72,6.6281,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
dd7e439182cc23f8,Anil Kumar Jain,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRATE FIROZABAD_IDA,Firozabad,Garhi Hansram,"Firozabad, Garhi Hansram",2024-01-13,1500000,YELLOW,57.3,71,90.0,0,45,2,2,154,0,0,2,3.75,6.6815,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
360c5d69faad6f77,Sh Dhiraj Prasad Sahu,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER LOHARDAGA_IDA,,,"Lohardaga, 23",2023-09-20,1495000,YELLOW,57.3,71,90.0,0,45,2,0,482,0,0,3,3.7375,4.9833,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
546eb213bebef771,Sumer Singh Solanki,Construction of buildings for community cultural activities,Normal/Others,Madhya Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BADWANI_IDA,,,"Barwani, 03",2023-09-23,1500000,YELLOW,57.3,71,90.0,0,45,2,0,56,0,0,1,3.75,5.0167,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
b30da91cca30e854,Hema Malini,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,MATHURA,DISTRICT MAGISTRAE MATHURA_IDA,,,"Mathura-Vrindavan, Mathura (MB) - Ward No.31",2024-02-23,1400000,YELLOW,57.2,74,100.0,0,0,3,0,3,0,0,3,3.5,6.2361,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
0f1fd63889cfc44f,Venkataramana Rao Mopidevi,Construction of additional rooms and halls in the existing public and community building,Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR BAPATLA_IDA,,,"Repalle, 22",2023-11-24,1750000,YELLOW,56.3,71,100.0,0,0,2,0,34,0,0,4,4.375,3.5,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
a156f3408781bee8,Mvvv Satyanarayana,Construction of community centers and community halls,Normal/Others,Andhra Pradesh,VISAKHAPATNAM,DISTRICT COLLECTOR VISAKHAPATNAM_IDA,,,"Visakhapatnam, 19TH WARD",2023-08-18,2285000,YELLOW,56.3,71,100.0,0,0,2,0,8,0,0,3,5.7125,4.57,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
668d4d6211f9fb4b,Sudhanshu Trivedi,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE LUCKNOW_IDA,,,"Lucknow, 92, Shankarpurwa-I, Ward, Lucknow",2023-10-17,1232000,YELLOW,56.3,71,100.0,0,0,2,0,482,0,0,8,3.08,5.4878,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
a1009c522e46c022,Pocha Brahmananda Reddy,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Andhra Pradesh,NANDYAL,DISTRICT COLLECTOR NANDYAL_IDA,Uyyalawada,Uyyalawada,"Uyyalawada, Uyyalawada",2023-11-25,1700000,YELLOW,56.3,71,100.0,0,0,2,2,15,0,0,2,4.25,3.4,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
544641de37cb01ee,Harnath Singh Yadav,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRATE MAINPURI_IDA,Kuraoli,E.Sari,"Kuraoli, E.Sari",2023-09-02,2138000,YELLOW,56.3,71,100.0,0,0,2,3,154,0,0,8,5.345,9.5234,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
f7d724f5a9c1928d,Masthan Rao Beeda,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR NELLORE_IDA,Allur,Gogulapalle,"Allur, Gogulapalle",2023-08-31,1850000,YELLOW,56.3,71,100.0,0,0,2,3,482,0,0,2,4.625,3.7,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
d81295b91bf6e424,Masthan Rao Beeda,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Andhra Pradesh,SITTING RAJYA SABHA,DISTRICT COLLECTOR NELLORE_IDA,Allur,Gogulapalle,"Allur, Gogulapalle",2023-08-31,1800000,YELLOW,56.3,71,100.0,0,0,2,3,482,0,0,2,4.5,3.6,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
b5dfb2ff44318ad1,Vijay Kumar Singh General,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,GHAZIABAD,DISTRICT MAGISTRAE GHAZIABAD_IDA,Rajapur,Nagla Firoj Mohanpur,"Rajapur, Nagla Firoj Mohanpur",2023-07-13,5820000,YELLOW,56.3,71,100.0,0,0,2,5,5,0,0,6,14.55,25.9243,false,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Financial pattern is unusual against the IsolationForest train distribution,,,
fc3bf8880cfa2366,Mvvv Satyanarayana,Construction of community centers and community halls,Normal/Others,Andhra Pradesh,VISAKHAPATNAM,DISTRICT COLLECTOR VISAKHAPATNAM_IDA,,,"Visakhapatnam, 19TH WARD",2023-08-18,2330000,YELLOW,56.3,71,100.0,0,0,2,0,8,0,0,3,5.825,4.66,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
734b706bd954773c,Harnath Singh Yadav,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRATE MAINPURI_IDA,Kuraoli,E.Sari,"Kuraoli, E.Sari",2023-09-02,2564000,YELLOW,56.3,71,100.0,0,0,2,3,154,0,0,8,6.41,11.4209,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
4f4c157037f581d3,Ramesh Chandappa Jigajinagi,Construction of water tanks,Normal/Others,Karnataka,BIJAPUR(SC),DEPUTY COMMISSIONER BIJAPUR_IDA,Indi,Atharga,"Indi, Atharga",2023-12-02,495000,YELLOW,55.55,91,0.0,95,45,2,2,2,3,3,7,1.2375,0.99,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
4c35bbf7ad964180,Trvs Ramesh,Lighting of public spaces,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Meladhanur,"Mangalur, Meladhanur",2023-12-01,450000,YELLOW,55.55,91,0.0,95,45,2,13,24,3,3,8,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
3cd5cc24c929efb9,Trvs Ramesh,High Mast,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Sevveri,"Mangalur, Sevveri",2023-11-30,450000,YELLOW,55.55,91,0.0,95,45,2,5,13,3,3,9,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
3cd5cc24c929efb9,Trvs Ramesh,High Mast,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Sevveri,"Mangalur, Sevveri",2023-11-30,450000,YELLOW,55.55,91,0.0,95,45,2,5,13,3,3,9,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
4c35bbf7ad964180,Trvs Ramesh,Lighting of public spaces,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Meladhanur,"Mangalur, Meladhanur",2023-12-01,450000,YELLOW,55.55,91,0.0,95,45,2,13,24,3,3,8,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
56515e323e0530c2,Umesh G Jadhav,Construction of rooms and halls in school and colleges,Trust and Society,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,"Kalaburagi City Corporation, 6",2023-09-11,499000,YELLOW,55.55,91,0.0,95,45,2,0,4,3,3,3,0.998,0.998,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
4f4c157037f581d3,Ramesh Chandappa Jigajinagi,Construction of water tanks,Normal/Others,Karnataka,BIJAPUR(SC),DEPUTY COMMISSIONER BIJAPUR_IDA,Indi,Atharga,"Indi, Atharga",2023-12-02,495000,YELLOW,55.55,91,0.0,95,45,2,2,2,3,3,7,1.2375,0.99,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
c66906fb1bf1c850,Hema Malini,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Uttar Pradesh,MATHURA,DISTRICT MAGISTRAE MATHURA_IDA,,,"Mathura-Vrindavan, Mathura (MB) - Ward No.31",2024-02-23,965000,YELLOW,53.7,74,90.0,0,0,3,0,3,0,0,3,2.4125,4.2984,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
98e444455d34dc7f,Anil Agarwal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE GHAZIABAD_IDA,Loni,Mahmoodpur,"Loni, Mahmoodpur",2023-07-05,1075000,YELLOW,52.8,71,90.0,0,0,2,2,482,0,0,3,2.6875,4.7884,false,Completed,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
0c02a6ae1d6ff595,Narendra Modi,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,VARANASI,DISTRICT MAGISTRAE VARANASI_IDA,,,"Varanasi, Ward No. - 26 Newada",2023-12-05,1075000,YELLOW,52.8,71,90.0,0,0,2,0,20,0,0,24,2.6875,4.7884,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
db26f1a408d4c4e2,Anil Agarwal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE GHAZIABAD_IDA,,,"Ghaziabad, 80",2023-10-17,985000,YELLOW,52.8,71,90.0,0,0,2,0,482,0,0,4,2.4625,4.3875,false,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
97516d208ba155c4,Anil Agarwal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE GHAZIABAD_IDA,Rajapur,Nagla Firoj Mohanpur,"Rajapur, Nagla Firoj Mohanpur",2023-07-05,984000,YELLOW,52.8,71,90.0,0,0,2,5,482,0,0,3,2.46,4.3831,false,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
c1d7045f200bc2a0,Anil Agarwal,"Construction of roads, approach roads, link roads and pathways",Normal/Others,Uttar Pradesh,SITTING RAJYA SABHA,DISTRICT MAGISTRAE GHAZIABAD_IDA,Loni,Mahmoodpur,"Loni, Mahmoodpur",2023-07-05,1408000,YELLOW,52.8,71,90.0,0,0,2,2,482,0,0,3,3.52,6.2717,false,Completed,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution,,,
56515e323e0530c2,Umesh G Jadhav,Construction of rooms and halls in school and colleges,Trust and Society,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,"Kalaburagi City Corporation, 6",2023-09-11,499000,YELLOW,51.05,91,0.0,95,0,2,0,4,3,3,3,0.998,0.998,true,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
45537ac4f19d0c9f,Radha Mohan Singh,Development of public parks,Normal/Others,Bihar,PURVI CHAMPARAN,DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA,,,"Motihari, 23",2023-12-11,1500000,YELLOW,51.05,91,55.0,0,45,2,0,3,0,0,4,3.75,3.0,false,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Allocation amount is high compared with trained category/state distribution | Project is unsanctioned with action pending,,,
