project_key,mp_name_canonical,work_clean,category,state,constituency,ida,block,village,locality,recommended_date,allocation_amount_numeric,model_risk_level,model_risk_score,model_duplicate_score,model_financial_score,model_split_sanction_score,model_pending_score,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,same_ida_same_day_count,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,is_near_5_lakh,status,ida_approval,model_reasons,manual_review_label,manual_review_notes,recommended_action
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
3cd5cc24c929efb9,Trvs Ramesh,High Mast,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Sevveri,"Mangalur, Sevveri",2023-11-30,450000,YELLOW,55.55,91,0.0,95,45,2,5,13,3,3,9,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
8035f0cdff3f529e,Trvs Ramesh,High Mast,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Meladhanur,"Mangalur, Meladhanur",2023-11-30,450000,YELLOW,35.0,3,0.0,95,45,1,5,13,3,3,9,1.125,0.9,true,Unsanctioned,Action Pending,Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
3cd5cc24c929efb9,Trvs Ramesh,High Mast,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Sevveri,"Mangalur, Sevveri",2023-11-30,450000,YELLOW,55.55,91,0.0,95,45,2,5,13,3,3,9,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
436e42d173721af0,Mahua Maji,Installing tube-wells and borewells,Normal/Others,Jharkhand,SITTING RAJYA SABHA,DEPUTY COMMISSIONER RANCHI_IDA,,,"Ranchi, 27",2023-07-11,460800,YELLOW,53.75,100,0.0,95,0,5,0,334,3,3,7,1.152,1.536,true,Sanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
56515e323e0530c2,Umesh G Jadhav,Construction of rooms and halls in school and colleges,Trust and Society,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,"Kalaburagi City Corporation, 6",2023-09-11,499000,YELLOW,51.05,91,0.0,95,0,2,0,4,3,3,3,0.998,0.998,true,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
34c683fbcff0ca42,R Girirajan,Lighting of public spaces,Normal/Others,Tamil Nadu,SITTING RAJYA SABHA,DISTRICT COLLECTOR CUDDALORE_IDA,Tittakudi,Kazhudhoor,"Tittakudi, Kazhudhoor",2023-12-27,450000,YELLOW,56.45,94,0.0,95,45,3,6,306,3,3,4,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
4c35bbf7ad964180,Trvs Ramesh,Lighting of public spaces,Normal/Others,Tamil Nadu,CUDDALORE,DISTRICT COLLECTOR CUDDALORE_IDA,Mangalur,Meladhanur,"Mangalur, Meladhanur",2023-12-01,450000,YELLOW,55.55,91,0.0,95,45,2,13,24,3,3,8,1.125,0.9,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
56515e323e0530c2,Umesh G Jadhav,Construction of rooms and halls in school and colleges,Trust and Society,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,"Kalaburagi City Corporation, 6",2023-09-11,499000,YELLOW,55.55,91,0.0,95,45,2,0,4,3,3,3,0.998,0.998,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
4f4c157037f581d3,Ramesh Chandappa Jigajinagi,Construction of water tanks,Normal/Others,Karnataka,BIJAPUR(SC),DEPUTY COMMISSIONER BIJAPUR_IDA,Indi,Atharga,"Indi, Atharga",2023-12-02,495000,YELLOW,55.55,91,0.0,95,45,2,2,2,3,3,7,1.2375,0.99,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
0d897cd509415f73,Umesh G Jadhav,Construction of toilet blocks,Trust and Society,Karnataka,GULBARGA(SC),DEPUTY COMMISSIONER GULBARGA_IDA,,,"Kalaburagi City Corporation, 6",2023-09-11,499000,YELLOW,35.0,3,0.0,95,45,1,0,1,3,3,3,0.998,0.998,true,Unsanctioned,Action Pending,Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
3dc512a658602d65,Abhishek Banerjee,"Construction of roads, approach roads, link roads and pathways",Normal/Others,West Bengal,DIAMOND HARBOUR,DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA,,,"Diamond Harbour, Ward-15",2023-09-11,475000,YELLOW,45.95,74,0.0,95,0,3,0,10,3,3,10,1.1875,2.375,true,Unsanctioned,Approved by IDA,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window,,,
09914b2811c85ebf,Adala Reddy,Providing drains and gutters for public drainage,Normal/Others,Andhra Pradesh,NELLORE(SC),DISTRICT COLLECTOR NELLORE_IDA,Jaladanki,Brahmanakraka,"Jaladanki, Brahmanakraka",2023-11-28,490000,YELLOW,49.55,71,0.0,95,45,2,2,4,3,3,3,1.225,0.98,true,Unsanctioned,Action Pending,Repeated work appears in same locality or exact duplicate group | Near Rs 5 lakh cluster appears within a short time window | Project is unsanctioned with action pending,,,
